Gene Name,S1_MS1 precursor area,S10_MS1 precursor area,S11_MS1 precursor area,S12_MS1 precursor area,S13_MS1 precursor area,S14_MS1 precursor area,S15_MS1 precursor area,S16_MS1 precursor area,S17_MS1 precursor area,S18_MS1 precursor area,S19_MS1 precursor area,S2_MS1 precursor area,S20_MS1 precursor area,S21_MS1 precursor area,S22_MS1 precursor area,S23_MS1 precursor area,S25_MS1 precursor area,S26_MS1 precursor area,S27_MS1 precursor area,S28_MS1 precursor area,S29_MS1 precursor area,S3_MS1 precursor area,S30_MS1 precursor area,S31_MS1 precursor area,S32_MS1 precursor area,S33_MS1 precursor area,S34_MS1 precursor area,S35_MS1 precursor area,S36_MS1 precursor area,S37_MS1 precursor area,S38_MS1 precursor area,S4_MS1 precursor area,S5_MS1 precursor area,S6_MS1 precursor area,S7_MS1 precursor area,S8_MS1 precursor area,S9_MS1 precursor area
TXNL4A,759156709.1,423070063.7,503093047.8,607412840.9,621113284.5,653114079.4,597285121.4,552466880.6,981215533.6,637536321.6,534021325,613537966,NA,974228512.6,3728325881,4979920433,373340528.8,586480607.5,956176721.6,684371351.1,600186837.4,765293603.7,878238990.3,5959486473,355513491.4,922779182.5,7430760289,796989392.1,731130674.3,845370170.3,686268522.2,857404296.8,353289446.9,412960132.1,883391810.7,717432227.9,783767392.5
HABP4,694170325.5,604160329.9,909341172.2,626262767.3,918772893.4,1406015461,594064848.1,705815353.1,696828855.2,946018874.1,955189658.9,780115838.6,719633886.4,644262668.6,957483080.1,1076286209,687295893.8,1141736802,883622642,646628295.8,910993973,745573939.2,631952047,768671315.6,862189330.3,517508642.1,670288153.9,503807282.9,848635175.1,711485339.2,807070868.2,1131263537,589974344.9,1018554473,1056307248,1148970711,1014917560
NECTIN3,576487888.2,614333432.9,743350308.6,376405174.7,711101972.3,749000724,98135644.2,NA,998555667.6,676431026.8,936850199.9,1136452767,NA,1163108374,885601378.4,1263250371,574217353.9,914679053.8,430406712.7,502468476.4,794950153,710347366,418914850.2,551452022.5,689404954.3,595337510.2,733867490.2,690810501.2,854384923,671531191.5,446016714,794385471.9,508416062,882759969.3,944096618,634623996,758904505.9
SUZ12,163488416.7,216840656.4,153913615.7,120193838,313902894.7,138186011.5,126670323.4,281608330.8,231753123.5,207623405.7,161476022,161175542.2,NA,195594560.1,244960340.1,371094134.2,185988031.5,217565171.4,320394456.1,421896572.4,201117164.9,163961257.3,126247096.5,258533245.4,198390634.9,168442404.4,201351570.6,195783896.9,262931664.3,213117926.8,147258078.1,120319054.9,157852163.2,309091365.9,127262229.4,199771466.3,340572077.2
NEBL,134254969.1,663022193.5,949446656.1,1388199451,156481572.8,178343261.2,377786376,295155944.9,233904293.9,182296132.7,265007442.8,161102164.5,237109640,165338750.7,102770753.2,384218864.5,299742332,438611076.5,374665683.7,NA,135821875.3,NA,2018380611,NA,811545285.8,546863406.1,580403046.5,NA,NA,245815255.4,311437066.4,NA,199268268.5,289146573.2,398221709.3,NA,742796189.1
MOV10,2633330431,1624146242,3014604260,2259784709,2429797345,2429521496,1206298793,1441691391,3291779261,1556676927,861066244.9,1588161100,NA,1634678371,3799015778,2285998905,853340442,2642482433,2404598224,3222172306,1709014740,1918104826,1506080445,1771602488,1563119693,1565544009,1776160854,1200636716,1477162109,1772732523,1086194404,4895150034,2016308922,4427902870,2065902260,2677588345,1743435270
SRA1,1064778198,1694322883,1937849234,1187994761,1022630615,1386198983,1261096984,1296719711,1508801258,1178141972,1869361908,1253450105,666614407.6,1629497389,1172082399,1242522534,690618105,897403555.2,887783206.3,679357752.4,1543473172,1541651870,1160667943,1125391150,704504276,703948774.3,985860395.4,568790821,670701155.9,1324881804,819753115.9,1087764690,1378690286,2307064164,1688249222,2608597124,1383379337
MED18,NA,151216756.6,204187189.4,NA,166687046.6,584744251.5,307580076,239835204.7,NA,327719729.2,NA,292979671.6,NA,267175039.3,299097811.5,324416306.6,230517500.5,170075124.1,312779940.8,276377906.6,338624040.9,NA,253516345.8,269181427.8,562261755.6,NA,NA,NA,218321634.4,NA,NA,NA,193322849.6,198558543.2,NA,NA,NA
EIF6,5184325855,4791259498,4932515879,3921776352,3837921351,4332110076,4219269872,3664167035,3958988903,4109271696,5626384333,5206631426,NA,5250945345,4208903587,5293354983,2524804712,4161014705,3580386617,3029024221,5654195279,4367214344,5321369110,4031033339,3685898780,2701010978,3339753139,2572896562,3232688221,4590736244,3564633984,4798495341,3827985167,4695258260,4639198664,5534908652,4161423767
G6PC3,2037356808,1487469618,2129901330,3007223217,2455950915,2329976044,2407166740,NA,NA,1783366176,1832689894,2616505118,NA,2302011800,2061395299,3344502491,NA,2173970304,3321856017,4194022956,2670962634,2394995645,2792148326,3331101076,2166092642,983349793.3,2245173867,1508083303,2298009860,1175775990,1542375889,2414676042,NA,NA,2300876910,3788794807,NA
PRPF4B,979807004.9,1383490903,701404445.4,3717265952,753190267.5,944870048.4,662576430.9,585430886.7,703995213.4,577700350.9,531382818,4363928248,NA,1091214310,991822555.6,969726839.2,420191314.6,580255972.7,2908344040,1523310164,824402681.1,841778002.6,641654923,1030337388,814574925.8,543692583.2,700346258.9,758725883.2,1681820154,579321141.5,741751907.4,739847701.2,764696872.8,148821987.5,132551340.3,2249827809,1445316910
STARD7,223149869,NA,117452906.2,NA,254459345.7,193499541.5,NA,NA,397581122,524628364.2,340661285.3,211295953.5,NA,NA,NA,793235927.4,NA,NA,NA,1080495718,955125620.8,109138267,NA,NA,331864638.1,693625298.4,NA,1050644672,816378487,461220290.8,263927395.5,265817772.8,469842052.9,497146770.1,NA,524970199.4,806253644.8
MRPL17,2280158217,1259969916,1560670632,1261654343,1990028512,1060436585,1577413086,1342986369,906120108.5,1080044005,1412807316,1418226183,297991053.8,1779728219,1503066634,1562400516,1126596990,1585149755,1899640147,1671514688,2915638910,1152629166,1435816273,1561608300,1680881079,19146623041,1699489100,1350078174,1566530914,769305393.4,1032703165,1391759663,1020359375,2101126245,1921798902,1751796669,1177197636
AAMDC,1512002356,1168291055,915123141,1122870552,1441455900,2000175183,1304039344,1069007660,2004344079,1551763334,1334092120,1185280433,302929915.4,1540058778,1322756563,1350861233,412855353.9,399330982.9,1059045079,1250560210,311937003.3,1429612352,799336037.6,1036458034,1442463150,1607914229,2129790985,1167600290,1297514994,1376739593,1150453153,1247900392,799568232.5,1311337184,1525421119,1693480713,1195865103
TSPAN15,145496870.1,NA,280783968.9,430009209.2,187934951.7,140205240.4,NA,131149680.7,43317964.18,206801890.4,247794336.2,NA,NA,134950146.3,NA,90683691.25,NA,115091630.3,NA,NA,NA,264585766.4,NA,1104573967,138526159.2,NA,22204844.42,NA,NA,NA,NA,NA,96939291.14,191994810,253651429,329858821.2,197670224.9
MYO1A,8252336069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30829260455,NA,NA,NA,NA,NA,NA,177966941.7,23637698518,NA,27242376062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NTAN1,424493965.4,346817999.9,358115102.8,262728800.5,399731943,375893331.4,418659934.4,304537821,440992391.6,372169484,316165353.3,488306163.6,274707260.6,416148403.3,299710368.8,257499872.2,367648846.2,296731114.3,439351290.9,380160728.3,518197315.7,548141981.7,420085739.3,307656128.7,417396361,247268265.2,424529164.1,193264055.3,242007727.8,1150477211,253089166.9,456503997.7,217966222.1,516001981.9,449791014.5,645199031.5,319898663.1
MYL6,4804312819,3360789254,3242772153,1992880746,2904460318,1757617325,1965945546,1582147913,2431628283,2345940392,13456755840,1278377017,NA,1487787334,1170479528,860999115.4,1665753600,1652878089,830384375.1,597153079.5,1477565414,3018459095,1401740926,1066690494,969172000.8,564191772,657636661.2,275128904.9,400449573.8,744857764.6,567564661.4,2549179721,9934172405,2206164972,2809495274,2905954232,2119226031
PTS,182767972.6,495910357.1,804987981.4,714149839.8,575035535.8,NA,436443326.2,303561083.3,337395245.1,510927985.9,303467928.4,171942366.6,NA,NA,NA,NA,207779988.9,209268780.7,NA,NA,NA,363361628.3,272284512.6,282498732.1,NA,NA,NA,NA,NA,NA,NA,293436254.8,193659319,296565151.1,324041361.8,395645205.1,279318504.7
COQ9,500237885,1821370609,453222028,862724728.7,512537416.7,2134827588,457737489.1,646098551.7,599126010.2,1984707295,854148816.4,1993878379,NA,879428833.1,519396955.1,473319300.2,321259450.3,3214106967,962738160.1,718484538.7,309394641.1,307254645.4,425109679.8,1727844459,754997085.6,339042829.7,7729030024,1164208044,487977851.3,671678068.7,520647248.3,570850212.2,491344667.2,3039979146,592409781.9,1310029170,1346689835
RAPH1,644731520.4,619269734.7,758330093.3,504884930.3,1599875724,739220622.4,720391974.9,620081335.3,849006016.9,783752841.9,701711039,712450809.2,NA,1025418338,732435750.5,695386998.9,512316363.4,722973426.7,556509021.9,578159009.4,664237628.9,717130403.9,621906478.7,663570052.4,574500930.8,638998977.5,710782577.4,551954189.8,553433376.8,541655542.9,356485393.2,697604736.6,599085560,791196823.2,625754472.8,907825426.5,1299596831
GNG11,736251104,408872405.6,692563998.2,343986893.4,456578017.2,410871494.3,773565649.6,749509092.3,535318169.7,811272368,1816914442,819483141.6,NA,461601909.9,NA,837544115.4,1040177219,1477714468,2400537272,606453343,NA,1408485490,1386066629,NA,402351148.7,NA,NA,228999570.7,NA,342152293.6,300219528.4,1082235765,250460291.5,374742791.6,1523212202,1565492342,339819201.4
CMYA5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788321884.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCAPH,2273235403,728571562.5,350838946.9,800811720.7,1294227272,6243860624,1066489680,553305938.5,893973146.2,1425418453,520774744.2,1003867394,NA,1287663425,1181627126,2532223004,1109981140,1775313003,2273880876,1883633431,1304869718,623010132,1237774396,1672152556,2699046239,1162156267,1677100409,918740384.4,1485513881,763984167.8,1050831766,887603127.7,1030117922,1661383138,10165214538,675081453.5,833777303.2
OXNAD1,NA,266100908.2,NA,NA,NA,NA,NA,159518883.2,NA,342313757.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720927622.6,NA,NA,NA,NA,NA,NA,NA,69463519.53
ABCF1,3137944517,3190986153,4876012259,4457302508,4443938327,3798883448,4191270344,4573076488,5132888006,6627104004,3641766273,3749914120,512021253,4806417968,5686908636,5835807347,3188451717,4933562148,5431726940,8415070705,4978390104,1970673621,5627594767,5885861407,13353585796,4759483700,5349712479,14745537288,15713556968,19726478560,5142915772,5049661472,4045437143,2423351162,4558304620,6107830083,4407523987
CADM4,559256288.9,384203792.4,336717317.2,377105759.7,856435580,649320763.2,666376272.1,605830467.8,597419234.9,437591648.5,887515599.8,778365969.1,NA,633229413.3,546646966.5,1028619306,453517456.7,636729812.5,521194213.7,563123676.4,586172103.7,433779320.3,235558831.6,727724502.2,819377409.4,408327408.1,NA,564698383,381058854.2,506102437.4,459595856.1,492551585.8,689633997.3,1147001405,398473506.5,NA,508697600.1
RAB9A,418614662.6,1309782831,1084664754,1262145483,605570042.3,417228753.8,1681912606,650096309.4,701000212.3,517695522.5,1632554764,887078242.4,NA,781064341.7,524816304,1533140962,743180178.3,1200554398,1337146222,2391766485,409771817.6,692140811.8,910285881.1,737706398.8,1081207888,509348675.4,1158735942,1609128038,1054166467,1523675624,1413618055,775153127,623140743.4,1013099555,1143984428,1314472614,1508321474
ZNF800,117115738,NA,129814570.6,24470562.08,141769559.8,783959722.5,117875636,101175431.2,120968229.1,116036140.2,163156843.1,740516309.6,NA,133066693.3,123677054.7,87571139.94,70958824.89,126906652.3,136323860.3,128604231.9,176419125,156201264.6,119899101.9,139736827.2,NA,52373878.5,67867498.95,NA,3299936097,92510544.87,92565473.75,120417731.5,NA,55293397.6,174218179.7,177366834.5,75700385.23
POLD1,401392049.3,4244712412,3659571338,543697972.7,447206366,6070169132,4640854224,3167096700,359091603.3,2951053247,460973884.4,393634118,322311384.7,4386664754,697617475,5486779912,553385218.7,4267290406,910256940.9,1240930013,745932255.7,3346920151,7509510113,1010620564,1621166796,684972590.9,1895721320,508546187.9,3687627875,625085661.7,3979720709,131244416,3445057416,9037812411,3548839732,12771330387,1416379755
STOM,678277568.9,800295609.9,509286999.4,989310923.8,772765737.7,701902114.7,925138717.3,860582283.3,309466519.6,819566777.1,523197489.4,923291441.6,294382411.9,446210030.3,NA,707273982.5,509068138.8,NA,NA,519207739.4,229563771,883413727.7,1416532236,223925917.6,151078676,533209902.1,1452611825,171696659.4,165099257.8,236590262.5,218917864.4,1062637151,498562144.4,624495748.6,935293908.6,856519107.1,863831055.1
AARS2,871949668.4,390452067.4,574261522.2,650102461.3,641075436.9,441243791.4,729078233.7,4175092275,4558385623,597099453.1,993714484.9,961794802.8,385433681.2,590339105.6,541341645.8,6638371347,532458599.7,1422205050,1161781671,1260645293,684250968,5365263224,707511183.7,731932884.3,1019774169,694087584.6,16805236523,421081521,760909982.7,591310482.4,490135883.7,681889278.1,652434861.8,737152120.2,812851188.5,1016902180,688324854.8
CHMP7,404977991,644961834.8,436187239.9,669437857.5,412935313.3,443594688.5,589576817.9,486997183.2,216025378,385703802.5,761633072.6,253313669.3,572015614.2,277970646.6,563743779,607076551.1,89890470.95,362574664,737138259.4,417474694.2,125306538.9,735243722.2,301538212.1,232169469.7,701338164.9,103982044.1,460140281.8,165807880.4,172346080.4,577698172.6,107501538.6,421060375.3,309226328.8,387571358.7,596214387.3,640159263.3,422948352
ALDH2,2493045054,1644145726,2009215704,1617974373,1522340954,1743398812,2173270967,2488797861,9242700718,1626130091,2312067069,2555611397,NA,3401245740,2199787837,3143738686,1668831493,2103169428,1755300707,3036366474,17036014258,1755677136,1484936927,1527166286,2915971387,1762419671,2772040028,2239028337,3414836728,2982210160,2339231473,1914898779,1777502370,2243376640,2327502617,4691600281,1840518224
ETFRF1,NA,NA,NA,NA,NA,37812077.42,NA,37160552.07,5246184903,46816858.84,NA,3140887039,NA,NA,NA,NA,NA,NA,328707337,NA,NA,65185395.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163329478.9,110210773.9
F8A3,656784982.9,NA,243981774.9,596474256.6,524631600.9,717887584.1,182083775.9,417711533.1,354382189.1,317575778.9,441658516.8,689806772.7,NA,935752813,484642839.3,891147463.1,1081174232,337817282.7,579000841.5,1059460806,304194922.1,759381570.6,1404997572,378939372.1,859788550.4,228915387.6,628780096.5,714919077.6,762912317.1,1994390836,631162414,742401116.8,NA,810258564.5,562261794.9,651111880,821155085.6
TJP1,NA,NA,334076119.5,3773845503,NA,NA,NA,NA,NA,840907997.7,288877490.7,NA,NA,NA,NA,330696022.7,NA,83988852.49,NA,NA,NA,NA,NA,NA,278992645.6,148421777.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2493894812,NA
IREB2,323252950.5,386553277.9,NA,NA,338805038.5,1701776304,455211617.6,491545897.7,1321225049,4889697900,130978084.4,124906822.5,NA,255531061.2,245942866.3,NA,NA,299519593.1,4980076602,81496367.8,1552038437,1557329779,172874363.3,NA,60816577.02,NA,143228389.4,83685278.66,NA,10103721417,168649476.1,1263511823,328196037.5,2014947713,591794376,698384214.9,1017480019
MTAP,8747471812,1901919594,2374315015,1503303066,2331048550,1364359499,1970173894,946368239.5,1746686861,1388170071,2742667464,726552612.8,NA,2797256107,1823860874,2858483401,1673158075,1760821146,2053268142,1863891402,2053333789,1943677727,2186810630,1729997496,2979717476,1611219721,2143233908,6411302022,2009010836,2430399103,1559786649,1818233745,1541107268,1292729331,1726978414,2692440249,1782960751
PURB,1806112970,1122483691,1188617854,262599671.3,1337754650,301633355.6,1462195766,246372477.5,320840765.7,301289965.9,1089385602,115813770.8,291976691.4,4626379097,1579917269,4084621348,1083333343,3384686847,211711537.9,925725744.7,2402939320,1141432506,977095331.7,338105580.3,3049798158,1275372406,1084150592,792245385.9,926186466.9,359479326.8,2054097461,357603467.5,136483960.8,1346346976,287735424.3,1347027113,232301702
CCDC47,3498547949,3539418935,8619780853,2135044137,3261048681,1886970925,2918016274,2201452149,1575033264,3521704432,2587048089,4226057824,NA,3560359567,1036279645,1913162977,1497539725,2398236233,1595718769,3614452484,1907817918,1949787352,2494176120,1468239678,3259166324,4497265740,1820902336,3427965590,2573236819,1372422842,3981156261,2801175582,3252415503,4220983015,5037319555,2228056390,3271466636
HRC,527770795.4,704377024.1,NA,199891507.4,2487772305,3021961550,NA,163741465.1,897361700.8,385072247.6,113688201,1016714559,NA,3390545909,3105818242,3680711313,258921471.1,342125464.1,1198113442,1034461785,382273884.8,NA,270566682.3,2665072006,2226395049,3363181100,4810156185,3658482893,4022640962,3017087741,2092749054,136894844.3,1173264595,3544700460,NA,NA,1046941764
KATNAL1,324098850,279211772.7,169807663.9,129838925,143109255.8,167312554.3,350690013.6,310532159.2,133068804.2,NA,255728114.6,NA,NA,279885757.5,NA,NA,201834234.6,242047205.7,283769534.2,172067508.8,170483306.4,NA,128746372.9,228351877.8,182144627.8,NA,242944675.4,142705022.8,184159399.6,195221838.3,201872715.2,178437391.2,NA,625224530.6,241509606.9,187502544.6,204487468.2
CBX3,8660341029,1939828789,8108567956,11542946002,9759828944,9817835884,8509234638,7615263080,9644718923,8726969041,8576850633,8577964898,759526775.2,14964909877,2095364148,15178444078,9872784973,2662081069,18933057489,19382963703,3014906714,1763586638,2859091900,15943016795,3544663114,10898509611,14590983370,9084398682,3386654893,12315666716,9264085115,8723425326,7834312417,10680577191,8684564642,2202389765,1725651004
ZNF326,1758535238,892812533,1290156549,998018610,1505142523,1971531866,1212905101,1372308572,1818568455,1919568821,1569038912,1785447259,NA,2021593599,1403795602,1412905839,922477195.7,2200721493,4197747165,1526938416,2221726719,1526619780,3205188936,1931564794,1946133486,877895229.6,1075937020,1745250197,1742474235,1298447859,1244735085,1390232222,1564068123,2093959848,1313124172,1903150094,1016565416
VMA21,NA,1292635299,2118592578,NA,187119405.8,2039524719,2075898124,158577304.1,2050663260,NA,2776751272,NA,NA,NA,2269383793,2566446499,NA,NA,2761332211,3007053956,NA,2018626474,2140383334,2789273720,NA,2102498301,2948105537,1768815192,NA,2709075984,NA,1861092505,NA,2011807978,2037749423,332125672.3,1325249934
ZMYM2,383338651.5,614041745,240989237.3,350780902.2,462805094,537805446.7,297256490.9,619224177.1,364177033.8,463393155.6,382515278.9,389608014.2,344722042.2,740928739.9,691504099.1,785745420.4,396064258.6,671910994.1,831472143.1,4809821075,353818190.8,408533086.3,837978305.2,1109154282,2560538742,466573905.2,537089287.6,358921774.8,550237843.3,466634891.6,407804227.9,340155590.3,470726404,443156902.8,214467419.8,477757841,377547408.5
ATRN,360058449.5,366112485.3,473570648.1,412919103.8,196875927.6,308957516.3,392499030.6,246250558.7,355050778.3,303372521.1,361527699.2,408445280.8,NA,438094449,496219314.3,414047044.3,131294031.4,460196166.2,504985924.1,551500789.8,367204391.3,399645460.7,349265213.9,NA,118560031.3,NA,NA,NA,329609996.9,219669384.5,NA,431455380,217598973.1,364655809.3,529309449,717343700.4,350935747.2
ZC3H7B,585669687.3,603477673.9,268360595.9,244053465,515021990.6,564441161.6,350504797,3259112661,289750433.9,312373372.2,822962028.7,823499395.3,92955427.51,622233131.2,940774983.4,496545284.3,177792169.8,573004466.4,4315293058,787469130.6,733625516.3,331196187,392596359,506849618.7,646193986,312013358.6,526447887.4,724747358.4,356014272.2,607185182,181880138.1,671654805.8,806680997.4,411125178,535050080.1,729825978.1,483098719.9
FAM107A,NA,NA,NA,NA,NA,NA,NA,NA,NA,218539345.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOXO3B,NA,68149096.68,NA,NA,97381256.86,97904827.07,NA,NA,112297061.6,72588844.92,132136776,NA,NA,NA,NA,71262391.06,NA,NA,131595121.2,NA,70491313.39,371819990.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,90891241.86,NA,188908038,NA,NA,NA
NUFIP2,1071278700,1574552441,2218199579,1540322696,814210827.4,1230914814,1177948283,1069006459,1760752551,1369637253,1538200622,1651831332,263968734.7,6115317001,1177716201,1263495524,929468632.9,1215737389,1506265862,1243280363,1228916615,1985530621,1164112657,1737928593,1571995596,865000396.7,1395363899,876079534.1,1041498847,6105830328,1481609227,1335454094,1225055393,1716659112,1938441826,2440095087,1551919904
SPIN1,724711030.6,878039066.8,510178573.5,597353948.2,538241358.2,1091787453,555223145.1,2056788781,3909073030,578662834.5,386798885.5,757721921.6,NA,484150881.8,2651333251,879040881.1,51510692.55,527748031.3,2968629902,1288201530,683804222.4,632380958.5,3966444334,524137204.4,5235160991,626756568.5,1087053007,5536759826,4325885252,5388700642,520098379.9,654441742.3,1239756585,604369228.4,394463692.7,644431538,737339604.5
MAP4K5,312337181.1,274643551.1,276998989.6,309836842.3,303858311.1,394093259,413106986.7,382925143.5,386608257.4,359927672.3,547419733.5,265875061.1,NA,7564362980,542273469.9,756879682.4,285771364,304562889.6,560488353.6,9772429670,11157875721,414556724.3,6168060485,513577948.4,375345855.3,259813126.4,308408406.9,589258351.9,389309462,366453154.3,232307327.9,465069050.8,545212347.1,323961517,307316504.8,490034803.5,301923006.5
FAM3C,2137467895,6251149504,5025814497,5992885649,1966356074,1506946059,3893249852,2768689341,4747283497,4477032991,6614877424,4105884930,2443552982,5168140297,4563189363,4173832814,1950954217,3282443730,461410363.6,2471615504,5726768468,6727504281,6403996397,3721830764,4796694557,4181250304,3299591721,1302883590,2383975257,4662425777,4069866492,6944398486,2597414422,3569840483,5597082815,5746100834,3633069051
ENPP4,237478469.1,135134174.5,219363522.9,129246457.9,196527510.1,189582173.5,119564104.7,156573450.5,202397427.9,225893948.6,160515904,253363085.9,NA,220791787,137285758.9,187593808.5,170324462.6,152352203.6,487066864.6,400129800.5,1881431972,164974132.1,220403765.6,171512133.6,110114641,91879776.37,207379365.6,244388307,272560276.6,278782201.3,220593476.3,200634234.8,196927870.1,446473953.8,9147529214,338076711.8,29249630.46
ATP1B3,1763929356,2989107794,2665689827,3729162459,3557470275,3031191411,2232514610,2108851968,2083029230,3386717438,3636589791,3619370625,NA,1184955485,2118752504,3356155466,1433105404,1566880857,3163397870,2335920819,2182050535,4702811849,3346421736,2131598333,3049558826,2326924791,2464784207,1230649637,2665301184,3126319561,2929398203,4125334606,2096299002,2493231773,4036717917,2198123402,1996563594
S100A6,65526499697,64344419542,1.05812E+11,1.25047E+11,23893825266,40697655650,75863603647,71629976300,62122401700,40273139735,35300780904,26756608486,NA,47070246106,60941483461,40842588590,1903716080,41437881.59,21822888969,14104172692,56074877544,16814301631,1.00754E+11,1.4102E+11,1.03839E+11,62449432362,70414022165,813754596.6,12446882154,1.24974E+11,48751420065,2608148021,35464019392,40626787502,34982245325,43936866350,1.01544E+11
MYL12A,424167813.3,763894802.3,776721304.6,81349071.48,168024093.8,196198625.5,79184991.75,1447919034,194156155.5,132058330.1,191203119.5,183248603,NA,NA,138414100.6,NA,124007305.9,115145458.1,107146843.8,62938513.38,144791341.7,178131701.7,150740547.6,577891885.3,NA,33690142.14,50153785.06,160108713.7,21609124.7,146771653,75469745.14,827271173.3,158304227.2,339461434.6,NA,NA,106845022.3
THBS2,NA,NA,NA,NA,NA,NA,NA,NA,NA,58984844.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FGD4,NA,2048233926,750056493.8,679012250.9,715551493.7,218928453.5,1007051261,853108775.7,155228666.2,152275831.5,NA,1026806455,NA,275190741,293666480.9,280439802.3,211277557.1,388512165.3,NA,114471911,240752302.3,NA,997008235.1,502916005.8,414434895.2,477294370.1,625241522.1,146453111.8,177612963.3,362555187,319416035.4,NA,57280522.84,399826172.7,141083223.5,190695022.1,347765856.5
UBE2A,NA,NA,NA,3548177668,3229495422,3358177154,3055772231,2694371618,3362954076,NA,3170743577,2468911577,NA,NA,3578002734,5324084439,2056431764,NA,NA,926440152.8,NA,3251529780,NA,NA,3817159872,2270767361,NA,2462738785,887455292.7,NA,NA,3384974145,220205741.1,965259899.9,1907265074,1108130512,NA
LAMP1,1744183938,6107701332,9986400009,6078527197,2676618975,4345598924,5663135011,5600890081,630686462.7,2134933646,5026064124,6659730951,619608348.4,4911105890,5027372916,948182155.7,6289988652,8597451721,9883348224,6125773904,10904219036,8218421419,10516686338,5843644065,4663481190,4742681313,4774581290,5233180320,6865682085,5790180591,5764589431,6554058021,4647694857,7115692395,9145478370,7066307340,2594177089
PYCR2,2459977970,1895778170,3469509472,821808506.3,1735181302,1674216226,1672896113,4910159698,859654669.4,1153153258,3781610413,2154050910,NA,1323168750,1666788111,1522137376,692978867.9,1690811289,1540587383,1991791542,1161366545,2330790895,954211240.3,1296029646,8632071545,1365060100,1262022012,10100443765,1546449513,2174684224,2067839242,2251229906,2778887211,3077022799,1307281080,5171718459,1651005918
RAB43,103410498.6,303982183,NA,440759196.6,365107621.7,697454213.4,548203306.7,472732363.8,114929454.3,273390156,660659592.7,NA,NA,208921419.2,331175342.2,96897180.72,318156016.5,213504313.7,287783683.8,612888688.6,521595037.7,87829638.73,396670148.6,273973310.9,NA,400542008.7,106932747,NA,199553565.3,283722028.3,295839312.1,436078115.8,394408769.9,133264021.6,289204517.1,671715642.8,225223002
KDM3A,106399473.4,133730340.5,663458554.9,519421410.4,123337880.7,168123972.7,NA,NA,218971543.4,125321647.5,NA,116880894.6,NA,NA,NA,NA,NA,146496768.1,32658920.36,184197974.3,NA,148470558.7,NA,NA,NA,NA,267146847.9,200433227.7,283987665.1,NA,NA,664905749,103777570,118393791.4,NA,NA,108845925.1
NMT1,2382948413,2230913483,6718975197,2482474850,2805750059,6077203614,6691587552,6239534379,7654477122,6914492856,6572178055,3099350657,204537220.3,6123680716,5220642888,2344725847,6421314474,4833854596,5062364657,7096091737,5668608641,20842099818,6439732742,2603482279,2226425482,2048154205,2674223821,2090924697,2423601039,3240411009,2891245633,8107436153,1924217175,5412087010,6983340263,9162223849,6732652658
KNTC1,188217279.5,288512974.9,246461130.9,468650217.4,534864097.7,354722580.6,449729656.9,454963011.7,740802866.3,516823874.5,122031474,128725115.1,NA,587218699.5,669861995.5,873754437.5,338765315.4,663832269.5,532502763.5,731006041.6,925797398.5,405349840.5,583824885.8,830665038.7,1019447914,345922054,733917416.9,454417461.3,365287874.7,549964536.5,1247601148,400931116.6,287376969.9,573297841.1,132541816,216968451.9,650637108.4
MFN2,929198133.9,713218948.3,2911926213,3639813671,954844497.9,772033258.6,3958642369,1573722230,824703428,1037594640,3644891762,3069749186,2498095377,661459914.3,1916509934,780646626.1,960896460.7,1108812964,736216889.8,759638762.3,5030445345,4222077793,4640939551,910757739,2039952095,709100697.4,685317901.2,678857412.2,1208793728,2578854334,951830441,646469955.1,731803359.2,759387819.4,4455131630,1228697411,731648811.8
TMEM11,693425959.1,494582537.9,590129142.2,669780351.2,716450122.2,668772614.1,759217172.6,1023645052,550424156.3,818327725.4,620635900.6,640031712.8,NA,1378548871,759374079.2,799256672.4,528219604.1,1205385775,937789088,1157891701,882296572.5,671714968.6,754840945.7,894152240.6,NA,399690544.3,753229794.2,993364532.4,352211061.5,NA,616402720.8,472671933.7,1430605408,717797657.3,1331399803,998887510.9,688472958.7
