Gene names,Intensity,Intensity 1,Intensity 10,Intensity 11,Intensity 12,Intensity 13,Intensity 14,Intensity 15,Intensity 16,Intensity 17,Intensity 18,Intensity 19,Intensity 2,Intensity 20,Intensity 21,Intensity 22,Intensity 23,Intensity 24,Intensity 25,Intensity 26,Intensity 27,Intensity 28,Intensity 29,Intensity 3,Intensity 30,Intensity 31,Intensity 32,Intensity 33,Intensity 34,Intensity 35,Intensity 36,Intensity 37,Intensity 38,Intensity 4,Intensity 5,Intensity 6,Intensity 7,Intensity 8,Intensity 9
YWHAG,6068600000,206870000,265730000,95132000,67631000,357680000,180770000,302110000,177150000,459630000,266010000,145630000,254430000,110230000,132630000,122500000,190550000,213220000,142110000,171590000,97052000,20249000,64006000,151920000,16389000,142220000,93782000,73948000,89484000,97465000,67652000,78280000,84081000,247170000,113750000,187710000,150020000,182870000,248940000
RPS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YWHAE,2.0729E+11,6248000000,6124600000,2588400000,3891900000,8583200000,7293500000,5299800000,4645800000,7704800000,6959500000,3175200000,5730900000,3675800000,4643600000,6074700000,6093000000,7598200000,6275700000,5329900000,6297300000,6510500000,5326700000,5247800000,3403700000,4822700000,5216100000,5894700000,5626200000,5465200000,4099400000,3976300000,4914300000,5128100000,5937300000,5960800000,4491400000,5081400000,5957000000
RPS14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS18,2449400000,71993000,79424000,35871000,25409000,90555000,97408000,68164000,68428000,93496000,83217000,25702000,71571000,38214000,43895000,64456000,89605000,78348000,89356000,58908000,121440000,67871000,55821000,33362000,42603000,52489000,69330000,71448000,61604000,51063000,33732000,56355000,46848000,61848000,62931000,85055000,48308000,67223000,86043000
SNRPF,250230000,14535000,0,0,0,0,33319000,0,0,33735000,27920000,0,0,0,0,0,13452000,33742000,16507000,0,0,17497000,17218000,0,0,0,0,0,0,0,0,0,13381000,0,12802000,0,0,16124000,0
TMSB4X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7A,1076100000,132210000,97719000,74135000,62648000,11242000,12309000,16905000,10580000,27330000,0,0,86581000,5464100,0,0,9873400,6896400,0,5120000,14203000,0,7075100,114980000,0,7670700,6921800,7687000,10584000,0,0,9540800,9019100,86456000,25899000,36654000,81661000,85247000,13455000
CNBP,642810000,43920000,0,0,0,0,0,0,0,0,0,0,41900000,0,0,0,58819000,0,49506000,58423000,0,0,25052000,37536000,26243000,41672000,34175000,46002000,30735000,0,23547000,24187000,25163000,0,38892000,37041000,0,0,0
YPEL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4X;RPS4Y1;RPS4Y2,113930000,0,0,10472000,0,14201000,0,0,0,0,7702300,0,0,0,12615000,14111000,11867000,0,0,0,0,0,0,0,10192000,0,0,0,0,0,0,14320000,0,12571000,0,0,0,0,5874700
ACTA2;ACTC1;ACTA1;ACTG2,3734100000,59861000,59098000,24920000,10949000,245550000,215490000,42580000,24554000,144330000,57687000,50478000,111000000,38906000,137950000,149270000,168320000,139640000,68679000,90068000,41281000,31628000,71747000,27638000,54728000,138700000,128420000,184860000,152090000,165230000,124690000,125280000,128100000,44839000,129160000,143010000,27798000,43310000,132280000
RPS6,487450000,11118000,39403000,0,0,33696000,21877000,23309000,21582000,15989000,34749000,0,18244000,0,10375000,0,0,16666000,0,0,15760000,14313000,14780000,14547000,0,0,9017600,0,13428000,14254000,8693600,18905000,15663000,0,34610000,27521000,0,19374000,19580000
HIST1H4A,18566000000,421180000,524990000,225710000,104270000,669610000,553850000,337240000,365350000,388930000,145210000,364340000,389540000,330080000,454320000,507700000,633250000,685220000,547880000,531920000,1279300000,879880000,607240000,376010000,337390000,517720000,746870000,621890000,662580000,642650000,586940000,533230000,532820000,324400000,427950000,491740000,69698000,304950000,442260000
RPS25,578400000,13490000,12548000,18986000,15581000,33045000,34787000,17180000,18811000,6043300,16249000,10540000,8880200,7014400,25112000,33597000,12621000,0,20190000,15925000,33519000,0,16244000,10026000,0,26633000,11446000,7426300,0,17431000,12473000,8966900,14347000,0,13435000,27078000,10468000,24186000,24124000
RPS28,313380000,0,13922000,13084000,6251300,15631000,15067000,0,0,12236000,15939000,10408000,0,6778400,0,14311000,0,13545000,7014300,13903000,0,8329300,6559000,0,0,0,9877500,15879000,10768000,10813000,4026900,8892000,11342000,8671300,14683000,14371000,0,12737000,18346000
RPL31,6530800000,137630000,166340000,50165000,113480000,282120000,204720000,130180000,102500000,203160000,223200000,85244000,147790000,72777000,113830000,155910000,168000000,283420000,278640000,215330000,259460000,225220000,196780000,128520000,130580000,173770000,242840000,297590000,273580000,205700000,124110000,161010000,185670000,97851000,168440000,168370000,85604000,99360000,171920000
RPL10A,409870000,13151000,24950000,7298100,10665000,15282000,16451000,0,9151200,22840000,0,7215700,11765000,7256800,16175000,14941000,16337000,18967000,17232000,21867000,21233000,0,21090000,6622100,10077000,0,0,0,0,17825000,11883000,16967000,0,0,12758000,15897000,0,12617000,11360000
RPL11,30729000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4997100,0,0,2910900,0,4667500,3897500,3315800,0,4959500,962680,5017800,0,0,0,0,0,0
PPIA,6924700000,296020000,235500000,105510000,194610000,293090000,289260000,207380000,142840000,212780000,208040000,95486000,205410000,79467000,204450000,199040000,174950000,172960000,127930000,144670000,114470000,180700000,109940000,234790000,91943000,192770000,136800000,145790000,118860000,136530000,100070000,156050000,136470000,213270000,280440000,266470000,106660000,215860000,397440000
FKBP1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YWHAZ,11364000000,410670000,384660000,237820000,239570000,541920000,453610000,354260000,337520000,473210000,459750000,191720000,509480000,136500000,242570000,277480000,223880000,301730000,276890000,347200000,308430000,292110000,273800000,302310000,128040000,267830000,281350000,234500000,231910000,214690000,119120000,128600000,186390000,320710000,331400000,349490000,305110000,258250000,429390000
GNG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS21,180510000,18599000,0,0,0,31848000,12059000,13066000,0,0,23267000,0,14414000,0,0,0,0,0,0,0,0,0,0,12218000,0,0,0,0,0,0,0,0,0,14191000,0,13281000,9946500,0,17622000
ACTG1,4122200000,144180000,185560000,77398000,28282000,384420000,204040000,167960000,189160000,190690000,69128000,30275000,129860000,3484300,102130000,69401000,34630000,127880000,182790000,101180000,96744000,61160000,95494000,147640000,91686000,73791000,76926000,67653000,85543000,60567000,41114000,68202000,0,75427000,118750000,203100000,76569000,116170000,143170000
TMSB10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNNC1,464560000,0,16282000,0,0,54002000,38964000,0,0,0,13435000,0,11271000,0,20707000,30190000,26293000,25660000,0,0,0,0,0,0,0,18512000,0,29344000,29525000,28809000,21346000,30500000,27214000,0,17771000,24732000,0,0,0
YBX1,34970000000,761780000,853370000,654900000,652130000,1282600000,1145600000,918750000,857830000,863600000,807540000,1005200000,676420000,963030000,949260000,971960000,879950000,1018900000,1389400000,1147000000,765200000,908300000,1341200000,1191700000,863670000,1044800000,997340000,741360000,668150000,834490000,825020000,721310000,1023200000,641830000,1210800000,768080000,984420000,938690000,701700000
TPM4,15708000000,429320000,558260000,315430000,412350000,740820000,549010000,462620000,427150000,641510000,595810000,298000000,398660000,308150000,284360000,364420000,341310000,504070000,725100000,534520000,204290000,294270000,400360000,475370000,299190000,341830000,297120000,274720000,238790000,270650000,180960000,250440000,336220000,514750000,527140000,515160000,348040000,518150000,529490000
EEF1A1;EEF1A1P5,9973700000,185030000,301330000,122190000,209470000,287310000,262670000,237750000,200070000,472120000,372910000,275380000,181950000,166840000,221970000,265600000,227700000,247540000,313040000,300090000,391910000,191950000,202120000,148840000,289910000,166860000,309120000,305980000,310200000,186500000,154620000,326810000,358900000,120130000,290350000,312650000,245550000,369240000,441070000
TUBA1B;TUBA1A,17480000000,402600000,737200000,228500000,281120000,969570000,849850000,740530000,508570000,660540000,750530000,233320000,492850000,138820000,452100000,507380000,473430000,552650000,363600000,406910000,463910000,519040000,357700000,431780000,167640000,347150000,402230000,329210000,313100000,370710000,190730000,270410000,358310000,336000000,722600000,672780000,278040000,489380000,708940000
TUBB4B,642830000,5073100,0,0,0,8415900,0,14352000,25762000,0,13331000,31146000,4912700,33056000,20377000,25402000,28058000,0,33123000,26993000,31690000,27861000,33542000,42027000,19240000,23834000,31979000,0,16520000,16515000,0,1801900,14698000,27820000,0,24568000,30840000,29897000,0
PAFAH1B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3A;HIST2H3A;HIST3H3,2581400000,52526000,104910000,0,50774000,89405000,123910000,65123000,57455000,73691000,80754000,42538000,53115000,37909000,66822000,68320000,121110000,97860000,66291000,68331000,179800000,116240000,56667000,49949000,36401000,38809000,94150000,71430000,68992000,77907000,6275600,74103000,56266000,46761000,70469000,70340000,39103000,44062000,62892000
CXADR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPP38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPP30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2I,3349200000,184130000,70069000,28252000,51231000,166220000,150330000,81779000,39383000,53133000,77416000,40799000,79532000,43999000,165400000,144930000,164180000,144470000,75997000,122590000,174460000,155690000,101470000,82126000,0,31382000,59475000,33842000,42753000,39621000,12379000,16070000,24212000,40353000,145660000,173040000,96752000,102610000,133460000
PIP4K2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRPK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASP1,1437700000,51117000,69597000,18706000,40815000,66226000,49319000,48872000,44451000,61206000,49067000,45369000,67311000,65950000,49728000,46746000,40446000,17536000,23083000,58077000,22120000,26351000,48337000,42597000,14624000,0,18177000,37495000,15822000,0,0,0,0,55842000,64207000,37149000,50494000,49536000,41320000
DCD,23496000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23496000
TMF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPS36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSM11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRSF3,2790300000,44742000,102930000,57672000,80477000,129510000,89906000,46145000,74829000,98448000,67306000,76666000,84813000,67970000,79415000,51109000,93547000,48074000,77710000,52908000,73052000,73271000,86544000,82359000,46871000,82503000,61475000,60020000,66979000,49062000,50665000,67881000,46100000,119450000,104350000,99265000,67367000,59652000,69221000
MXRA7,665760000,26457000,17949000,7630800,14876000,54250000,33467000,29118000,35213000,46319000,33715000,14053000,26054000,0,18066000,0,15069000,23168000,28481000,25275000,0,14093000,0,20712000,14535000,18263000,15031000,14128000,0,0,0,11496000,19175000,22337000,17011000,15727000,10010000,0,24082000
FOXK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBED6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VLDLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOXA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDLBP,912510000,12825000,24146000,0,16628000,32916000,28279000,18215000,31951000,24362000,27799000,24141000,35460000,28162000,33104000,38022000,14534000,21773000,43839000,34390000,19166000,26238000,20689000,0,20242000,33983000,33341000,31203000,32831000,25483000,10887000,16312000,28535000,18738000,25031000,21964000,16250000,12848000,28228000
CDK17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC42EP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLTC,1.0784E+11,2829100000,4059700000,1414200000,2286000000,5286700000,4423700000,3699500000,3342600000,4173100000,3647600000,1826100000,3203100000,1590100000,2363500000,2417300000,2258600000,3162700000,2576900000,3121300000,3556100000,2396400000,2513100000,3262800000,1727500000,2112000000,2148200000,2789400000,2409600000,2056500000,1674100000,2170200000,1933100000,3421600000,2893400000,3177300000,2726600000,3071600000,4117200000
NFKB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPU,1532100000,40161000,72501000,16492000,17389000,89038000,80809000,25418000,28518000,42986000,36664000,31007000,28201000,15503000,28534000,0,55018000,82639000,46511000,46957000,114210000,76246000,23915000,42413000,27961000,31650000,46063000,24385000,27039000,9994900,8468700,0,21800000,25485000,93385000,67438000,13817000,39483000,54038000
U2AF1,2444900000,48342000,95750000,44301000,56575000,91215000,85724000,48235000,50404000,75999000,46826000,48862000,0,48974000,66010000,66692000,71127000,127230000,94738000,93042000,122800000,120710000,49028000,44072000,49070000,64949000,68752000,59016000,52463000,49253000,37309000,45205000,45686000,60568000,68206000,70713000,51402000,57098000,68603000
SPTBN1,9340100000,374730000,301200000,24247000,209570000,542000000,350030000,0,150240000,276870000,209180000,130890000,321200000,135250000,198470000,247240000,0,341140000,350590000,391990000,476970000,257450000,245350000,270220000,154020000,228590000,255570000,316440000,221440000,239620000,183460000,171050000,230290000,212610000,305170000,277270000,180020000,184460000,375280000
SPTBN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET,6500500000,191570000,164460000,74403000,102370000,273430000,266520000,172280000,195740000,210160000,232680000,61750000,163040000,88327000,136720000,161450000,134270000,241170000,239490000,122080000,258600000,190890000,121330000,147390000,106690000,264140000,206470000,193900000,179330000,212570000,148410000,188050000,128410000,110360000,203630000,220880000,95492000,127390000,164680000
FOXK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RELB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMPD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABP5,226170000,0,15456000,0,0,16800000,0,11472000,0,17231000,15028000,0,12824000,0,0,11661000,0,12095000,13176000,0,0,0,0,11624000,6470100,0,11848000,0,0,0,9659100,0,0,16289000,14044000,16442000,0,14048000,0
ANK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAP1,2320500000,49629000,116750000,41884000,49571000,91722000,92841000,99830000,74807000,109300000,119950000,72273000,60068000,41192000,66761000,47987000,18520000,54716000,73578000,64798000,78320000,35718000,99394000,90504000,28770000,23595000,33620000,36736000,14244000,17620000,8401600,35626000,64531000,76727000,60451000,47462000,61714000,90578000,70273000
FLI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGCS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTUD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFKP,77644000,0,11075000,0,0,0,13170000,12363000,0,10830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800700,0,0,0,0,24405000,0
XPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLCB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGLN,2036600000,0,113170000,18000000,41160000,126370000,31798000,106360000,84400000,120790000,117320000,13775000,73623000,60651000,24497000,99400000,59622000,85610000,29607000,80435000,0,9417800,87702000,57674000,0,0,0,0,0,17545000,9782800,38474000,8668000,104330000,121480000,154280000,33811000,82523000,24316000
AKAP17A,14590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEF2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APBA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST1H1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K1,36875000,0,13814000,0,0,0,11594000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11467000,0,0,0,0,0,0
FKBP4,3953500000,125370000,101480000,0,92718000,190050000,114710000,139410000,115090000,133960000,129430000,97133000,130830000,82456000,82243000,95523000,88916000,152630000,134590000,98918000,110100000,95529000,135560000,112340000,44807000,94052000,105060000,55676000,43124000,81877000,65906000,125290000,119650000,126350000,117370000,97766000,93157000,90313000,134110000
NUCB1,203460000,0,0,0,0,101470000,0,0,0,0,0,0,60297000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41698000
RPL6,923160000,9804000,57737000,10345000,30046000,57406000,54673000,15896000,0,36445000,45632000,13615000,38581000,30423000,14448000,33181000,20723000,21880000,15501000,23542000,14401000,12555000,14225000,12011000,11145000,39648000,16753000,19620000,17802000,16854000,14404000,10726000,16805000,36021000,43505000,47296000,15025000,34488000,0
AKAP12,843780000,30382000,14745000,0,9672200,46652000,28438000,41132000,36125000,30326000,35421000,24141000,17989000,26410000,20123000,13873000,15451000,17120000,60100000,51785000,19008000,47955000,14469000,12978000,13136000,9517400,0,0,0,18271000,9319500,0,0,37730000,28151000,33725000,28676000,26389000,24575000
MLLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMT2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFAIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEBPZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOTCH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKCQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
