Gene names,Intensity,Intensity S1,Intensity S10,Intensity S11,Intensity S12,Intensity S13,Intensity S14,Intensity S15,Intensity S16,Intensity S17,Intensity S18,Intensity S19,Intensity S2,Intensity S20,Intensity S21,Intensity S22,Intensity S23,Intensity S24,Intensity S25,Intensity S26,Intensity S27,Intensity S28,Intensity S29,Intensity S3,Intensity S30,Intensity S31,Intensity S32,Intensity S33,Intensity S34,Intensity S35,Intensity S36,Intensity S37,Intensity S38,Intensity S4,Intensity S5,Intensity S6,Intensity S7,Intensity S8,Intensity S9
SAC3D1,651020000,0,22721000,38708000,0,43857000,42125000,47211000,45689000,0,0,54963000,0,0,69833000,0,63680000,0,0,0,25718000,0,0,0,0,0,0,0,47053000,28817000,0,43192000,0,0,0,33577000,0,43879000,0
RGPD3,2328400000,41272000,77180000,100500000,115290000,160910000,85529000,24594000,90574000,113220000,92618000,123240000,36242000,0,86342000,64373000,81616000,0,21916000,27155000,32780000,63740000,90473000,25772000,33876000,33560000,36835000,63836000,65154000,36854000,40219000,35924000,32428000,124330000,0,94611000,29847000,48162000,97415000
RENBP,13025000000,372280000,388020000,238310000,97838000,295470000,236210000,582760000,645910000,410930000,383980000,131600000,383870000,0,120600000,233290000,187860000,0,131610000,223720000,588380000,774620000,409130000,412010000,828470000,479760000,696630000,71051000,67405000,210330000,172960000,210370000,132620000,509860000,520030000,495750000,349540000,708610000,322880000
YAF2,332570000,0,0,0,0,0,26908000,0,15195000,13163000,10483000,0,0,0,18284000,18460000,29818000,0,12689000,27706000,29292000,0,0,13249000,0,24633000,31552000,0,0,19754000,19008000,0,0,0,0,12270000,0,0,10103000
TRIM5,10301000000,454450000,184510000,244400000,237200000,238770000,204670000,387430000,324750000,376440000,374380000,447770000,371270000,74711000,484240000,422770000,251480000,0,216810000,327370000,128990000,186650000,292620000,216840000,306490000,429340000,227270000,198000000,434500000,171010000,197430000,323090000,267370000,224130000,212060000,271690000,196120000,187890000,205750000
CD81,32348000000,1424100000,1120200000,1002300000,927280000,1173200000,985720000,1076900000,978880000,879520000,1004100000,1282700000,1311400000,0,1058000000,761020000,794520000,1910700,654760000,842230000,690690000,785620000,1125700000,1071400000,1224500000,766030000,501500000,523920000,849160000,317100000,444250000,748950000,535480000,908090000,926070000,881530000,718000000,1199700000,851740000
DIAPH2,42721000000,466470000,504680000,671760000,660050000,5145500000,304480000,654980000,355860000,6854500000,467060000,454830000,570730000,25346000,1150300000,779820000,1021400000,1625700,1026900000,1553000000,1745800000,1703900000,1348600000,452610000,1480400000,1205800000,1257800000,3635500000,284180000,909720000,800220000,785750000,587790000,564970000,304210000,407760000,1016900000,1066800000,492510000
POLA1,3181900000,27527000,14766000,0,14200000,12172000,14210000,0,0,0,18205000,0,17532000,0,70653000,176870000,154200000,0,179800000,130200000,364840000,399580000,216980000,0,65155000,257040000,209510000,98858000,80251000,204850000,248810000,64046000,35484000,0,59540000,46638000,0,0,0
TNNT3,41795000000,168430000,325490000,0,21299000,1845100000,2482900000,60108000,44856000,658840000,118310000,0,311310000,0,2171600000,2824900000,3560300000,29528000,162900000,253810000,11429000,47047000,223340000,20215000,170720000,3011500000,3309600000,2894000000,3899100000,2152800000,2458800000,2744900000,1869300000,7455900,736800000,2745400000,44784000,0,407690000
ANXA6,2.0592E+12,59537000000,55284000000,28272000000,26581000000,63804000000,67678000000,51946000000,42263000000,58595000000,61171000000,46576000000,60598000000,874230000,70572000000,67594000000,85861000000,160910000,41204000000,55745000000,58168000000,64263000000,65824000000,47999000000,62703000000,77266000000,60527000000,59227000000,70753000000,54107000000,64990000000,62922000000,53399000000,51735000000,45601000000,67545000000,46654000000,49195000000,51966000000
CD9,3906800000,170730000,293700000,371500000,135300000,145780000,0,283910000,273740000,72082000,219970000,53255000,121380000,0,0,0,71300000,0,0,0,0,0,256600000,17447000,103920000,196720000,17266000,182160000,60803000,16458000,0,0,54450000,0,71951000,55956000,87773000,178090000,394550000
TP53BP1,1.3252E+11,3955200000,2807500000,2769000000,2744900000,3388000000,3918300000,3589900000,3213600000,3574800000,2592300000,3841600000,3929300000,689700000,5070900000,4004200000,5614000000,0,2755300000,4169500000,6486600000,5404600000,4001300000,3160900000,3635400000,3910000000,3781500000,3202600000,3977900000,2502200000,2808300000,2527400000,2389000000,3465300000,2869000000,3803900000,4207900000,4640100000,3118400000
PRAF2,11034000000,495840000,387500000,19925000,19855000,476570000,399340000,26588000,28580000,610490000,390600000,26167000,424480000,0,579170000,0,390400000,0,219450000,30883000,383060000,473860000,406710000,345640000,408660000,313050000,272330000,263010000,351200000,372330000,387250000,300030000,308470000,446000000,341790000,306750000,404490000,35882000,387980000
TUFT1,450670000,23191000,25097000,65195000,45952000,0,0,0,0,0,26301000,23756000,0,0,0,0,28275000,0,17953000,23162000,0,0,0,0,22394000,0,0,20163000,0,0,0,0,0,24210000,0,29142000,33390000,42490000,0
PIP5K1A,4141000000,208150000,207010000,90995000,36669000,92199000,88271000,91858000,42609000,73060000,84798000,55546000,253000000,0,64856000,42348000,197450000,0,123000000,51230000,121690000,160160000,65851000,137200000,84085000,142010000,83385000,138590000,64510000,26005000,126890000,116420000,74366000,181360000,178380000,153200000,189110000,232860000,61895000
FAM127A;FAM127B;FAM127C,21807000000,706900000,691300000,319020000,321210000,772460000,691410000,496060000,474700000,627800000,444980000,515430000,822600000,0,620770000,589330000,473220000,0,364130000,463500000,792210000,596530000,475140000,507720000,472030000,760710000,773440000,598030000,773000000,621790000,517690000,803280000,702410000,362780000,755630000,1102200000,588010000,479220000,730600000
ZSWIM8,1284400000,28232000,0,0,0,56423000,0,34745000,44750000,0,21985000,0,17379000,0,67281000,46377000,73450000,0,46738000,59408000,52610000,110100000,73039000,0,60947000,97353000,100620000,0,0,48087000,21898000,46762000,51232000,16568000,20454000,0,0,71735000,16208000
MYH7B,812570000,33994000,76384000,55397000,58744000,36315000,0,31037000,41813000,0,29006000,35112000,34141000,0,32631000,17925000,0,0,0,0,0,0,0,65185000,0,0,0,0,0,0,37138000,137850000,0,19407000,19148000,29579000,0,21762000,0
ARHGAP32,183070000,6524900,0,0,21297000,0,0,8837900,7228500,0,0,0,0,0,0,7951100,10166000,0,0,7873600,15451000,14464000,10758000,0,10898000,12304000,12010000,10323000,7487000,0,0,5784000,0,0,0,0,5562900,0,8144200
TBKBP1,1181200000,62115000,0,63350000,47909000,0,13030000,26927000,67664000,14110000,0,51565000,30175000,21639000,19171000,0,0,0,11308000,0,43751000,34932000,15456000,79319000,19045000,68189000,18453000,0,73586000,0,49027000,0,39139000,112790000,6477800,20783000,68767000,63268000,39217000
POM121C;POM121B,6542000000,206950000,229930000,206050000,201750000,144780000,196650000,131400000,148720000,247360000,160540000,46155000,189410000,0,53999000,66153000,225780000,0,117560000,187730000,262180000,291810000,243390000,230100000,204980000,274060000,231110000,147900000,182090000,107400000,106760000,135600000,115990000,210840000,164730000,187210000,179400000,308300000,197240000
ZBTB8OS,2613600000,71825000,100510000,62940000,57684000,68545000,65855000,64212000,73441000,101280000,90959000,63728000,78064000,0,54270000,57139000,55762000,0,83590000,58751000,52008000,57531000,67798000,117480000,67499000,61242000,50955000,88987000,110020000,0,0,0,0,107840000,97552000,178120000,65895000,168570000,113540000
SELK,1084300000,51879000,31952000,33247000,60139000,41545000,2155300,18043000,17911000,5477100,30869000,27692000,21239000,0,57001000,67028000,32366000,0,0,40403000,26416000,26817000,63054000,5922200,42820000,70695000,2260700,30158000,71931000,30825000,0,0,0,4758700,43181000,42309000,22772000,3733000,57739000
HSPA8,5453000000,178230000,184830000,203290000,160070000,228650000,186240000,171350000,130690000,195190000,172870000,188410000,212130000,0,153880000,127950000,178730000,0,126950000,179370000,0,179470000,150090000,183620000,159250000,171160000,0,120840000,101340000,0,114220000,95171000,0,177040000,195490000,217740000,207310000,226940000,174440000
CEP78,2414500000,85672000,19561000,19618000,54949000,68021000,94318000,0,56346000,81556000,62875000,63325000,90812000,0,82711000,69252000,75354000,0,38903000,81843000,137950000,136950000,117110000,67322000,85726000,91760000,58886000,40892000,68236000,0,14860000,87580000,15114000,74997000,77693000,74287000,61794000,89677000,68571000
MUSTN1;TMEM110-MUSTN1,757890000,0,0,0,0,45653000,69185000,15554000,0,0,0,0,16140000,0,56919000,49885000,35411000,0,0,0,45421000,37895000,0,0,0,40033000,37855000,54247000,61354000,28807000,43861000,0,24427000,0,26116000,46256000,0,0,22872000
GSK3A,4156500000,116840000,126050000,82331000,145560000,116890000,83947000,31841000,126080000,136160000,147820000,58199000,113930000,0,146550000,135110000,147710000,0,111310000,98238000,147250000,166360000,44247000,146540000,112100000,138650000,156990000,70836000,75968000,99742000,120230000,145440000,129140000,120020000,82466000,97846000,124010000,149580000,104580000
PNMT,814020000,0,58204000,45516000,117320000,19148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99081000,0,68569000,110830000,64677000,101050000,0,0,18477000,24634000,28278000,0,0,0,0,0,58234000
ARMC8,8981700000,269480000,322400000,156840000,183400000,447310000,244320000,237050000,134890000,140430000,198590000,282130000,193930000,0,291120000,197990000,302090000,0,117690000,220930000,238820000,336380000,303940000,140840000,150540000,293130000,183540000,132210000,252660000,208160000,363900000,498680000,190860000,127550000,440720000,314060000,281610000,261680000,321790000
POT1,869410000,23601000,9899500,21478000,23835000,33042000,39284000,23892000,26002000,13823000,30625000,26021000,35759000,0,34121000,29068000,25563000,0,8936100,24834000,31320000,37446000,29958000,31928000,19439000,21832000,20685000,15991000,12344000,16289000,31690000,21234000,13695000,50109000,18297000,14660000,10139000,9966000,32600000
CEBPZOS,1779000000,69071000,61347000,47521000,34754000,49944000,23454000,81564000,109700000,58598000,38300000,112820000,91809000,43570000,61724000,44590000,35889000,0,0,0,52336000,24882000,19530000,25343000,14030000,32690000,10990000,23841000,51554000,16709000,32086000,49789000,57837000,106380000,37861000,59669000,104260000,46987000,47547000
SUMO3,36540000000,954500000,877040000,752320000,969610000,716350000,1203200000,1046400000,1062500000,1021000000,1021000000,1079200000,751210000,894290000,219900000,802020000,348860000,0,606890000,961360000,1730600000,1600400000,1160200000,905010000,1114000000,309400000,1592000000,1026800000,1274900000,780410000,949290000,1204100000,1012700000,1031200000,875220000,1105800000,1175600000,1512100000,893140000
HOOK1,1309000000,9177400,23459000,179580000,193260000,41805000,0,0,13699000,15061000,19189000,10039000,0,6874600,0,31059000,58706000,0,0,0,102200000,38410000,15228000,0,34100000,113320000,70505000,38930000,74523000,26767000,27379000,30072000,0,0,12440000,0,42693000,36394000,44095000
TSSC1,20260000000,559340000,652980000,583770000,609220000,536850000,589620000,474130000,379890000,487710000,410010000,555130000,585430000,0,531210000,585310000,787850000,0,402720000,822510000,789440000,553640000,834760000,554190000,605140000,666130000,740000000,278460000,477530000,392970000,352750000,382550000,340500000,654980000,430780000,736760000,645290000,642930000,627630000
IKBKG,11122000000,387460000,350780000,293870000,246090000,317040000,392850000,325850000,184980000,401750000,348560000,297960000,429420000,0,236530000,253390000,325170000,0,232560000,253500000,382780000,343860000,334750000,425300000,372760000,292990000,268970000,223670000,307520000,206910000,125410000,135270000,110740000,394160000,249750000,458900000,414710000,466190000,329550000
VGLL3,56355000,0,0,56355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN4,926930000,43495000,0,0,0,0,0,80617000,54960000,43862000,36120000,41225000,0,0,46907000,0,0,0,28735000,0,0,0,70436000,66523000,79813000,0,26819000,16817000,31430000,0,12286000,0,21414000,0,53610000,37143000,56266000,78449000,0
FAM171A2,1875800000,0,17434000,13233000,0,33466000,32194000,0,47834000,17604000,46569000,58837000,68504000,0,83736000,149910000,128240000,0,16537000,32933000,27687000,26966000,0,13202000,0,17190000,58718000,91066000,100320000,124840000,134150000,109630000,127700000,51920000,51511000,111320000,37334000,0,45188000
PLRG1,64463000000,1840200000,1854600000,1477500000,1684000000,1753700000,1886200000,1426800000,1588400000,1999700000,1777400000,1448700000,1883200000,341140000,2201500000,1795400000,1939100000,0,885920000,1491400000,1952600000,2822800000,1894800000,2250400000,1660300000,2121500000,1923100000,1527200000,1817200000,1229900000,1601100000,1556200000,1211900000,2195000000,1795100000,1721400000,1799700000,2241300000,1866300000
CDH2,63614000000,1886200000,1010200000,1737400000,742350000,1703200000,1892600000,2146100000,1780200000,1222100000,1429300000,3014400000,1595200000,95485000,1977200000,1658100000,1654600000,0,2148300000,3533500000,2823500000,1776700000,1759200000,1639400000,1953500000,1555600000,1311600000,817580000,1170400000,841270000,1174800000,1331100000,1112000000,1793100000,1515700000,2790400000,2593000000,2886800000,1541700000
MYOM1,2264800000,0,0,0,0,0,13423000,0,0,0,0,62598000,0,0,40745000,17427000,55253000,116860,26717000,29660000,0,19984000,0,0,0,0,29052000,37363000,48261000,479250000,532180000,532270000,249650000,0,51881000,0,0,38957000,0
ERCC2,12087000000,463010000,295960000,215490000,215770000,407390000,396650000,393230000,256060000,370760000,436760000,250280000,447320000,50275000,388050000,249080000,347100000,0,203710000,367540000,193880000,325190000,445660000,340740000,419470000,448070000,263420000,288410000,280990000,176900000,278840000,306890000,291440000,352700000,361340000,427040000,357630000,465000000,309130000
SNX24,2368800000,80734000,86003000,66897000,78689000,32786000,81641000,60517000,68527000,116030000,71795000,54792000,95228000,0,68390000,44564000,49452000,0,30186000,53641000,54344000,63184000,35895000,79423000,63736000,79744000,47603000,42037000,61305000,25916000,38848000,77018000,90581000,89889000,57993000,56053000,76630000,95791000,92964000
COL4A6,22298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12865000,0,0,0,0,0,0,0,0,9433100,0,0,0,0,0,0,0,0,0,0,0
